Test 1- 13/10/21,,Test 2 - 13/10/21,,Test 3 - 13/10/21,,Test 4 - 13/10/21,,Test 1 - 09/11/21,,Test 2 - 09/11/21,
Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm]
143.800,0.378,20.400,0.169,27.100,0.168,18.400,0.169,26.100,0.249,23.600,0.159
144.200,0.378,20.300,0.169,26.900,0.167,18.400,0.168,26.100,0.249,23.500,0.158
144.400,0.379,20.500,0.169,27.000,0.168,18.400,0.169,26.200,0.249,23.500,0.159
144.800,0.378,20.400,0.169,26.900,0.168,18.400,0.168,26.200,0.249,23.400,0.159
145.000,0.379,20.400,0.169,26.900,0.168,18.400,0.169,26.200,0.249,23.500,0.159
145.000,0.378,20.400,0.170,27.000,0.168,18.200,0.168,25.900,0.249,23.600,0.159
145.100,0.379,20.400,0.169,27.000,0.168,18.400,0.168,26.100,0.248,23.400,0.159
145.000,0.378,20.400,0.169,26.900,0.169,18.500,0.169,26.100,0.248,23.400,0.159
145.000,0.379,20.500,0.169,27.100,0.168,18.300,0.168,26.200,0.249,23.400,0.158
145.400,0.379,20.400,0.170,27.000,0.167,18.400,0.168,26.000,0.250,23.500,0.159
145.500,0.379,20.500,0.169,26.900,0.168,18.500,0.168,25.900,0.249,23.500,0.159
145.900,0.379,20.500,0.169,27.100,0.168,18.400,0.168,26.200,0.249,23.500,0.159
146.200,0.379,20.500,0.169,26.800,0.168,18.400,0.168,26.300,0.248,23.400,0.159
146.200,0.379,20.400,0.169,27.000,0.168,18.400,0.168,26.400,0.248,23.200,0.159
146.100,0.380,20.300,0.169,27.000,0.168,18.300,0.168,26.200,0.249,23.400,0.160
146.100,0.380,20.600,0.169,27.000,0.168,18.400,0.168,25.900,0.248,23.600,0.159
146.100,0.380,20.900,0.170,26.900,0.168,18.300,0.168,26.100,0.248,23.400,0.159
146.300,0.381,21.100,0.169,27.000,0.167,18.400,0.167,26.100,0.248,23.400,0.159
146.800,0.380,21.100,0.169,26.900,0.168,18.300,0.168,26.300,0.249,23.500,0.159
146.800,0.380,21.000,0.169,27.000,0.167,18.300,0.168,26.300,0.249,23.400,0.159
146.600,0.380,20.900,0.170,27.000,0.168,18.300,0.168,26.500,0.249,23.400,0.159
146.800,0.380,21.000,0.169,26.900,0.168,18.400,0.169,26.400,0.247,23.500,0.159
147.100,0.381,20.800,0.169,27.000,0.168,18.500,0.168,26.000,0.248,23.400,0.158
147.100,0.380,20.400,0.169,27.000,0.169,18.300,0.168,26.200,0.250,23.500,0.159
147.200,0.381,20.500,0.170,27.000,0.168,18.300,0.167,26.100,0.249,23.500,0.159
147.500,0.381,20.500,0.169,27.000,0.168,18.300,0.168,26.200,0.249,23.500,0.159
148.000,0.381,21.000,0.169,27.000,0.168,18.500,0.168,26.500,0.248,23.400,0.159
147.900,0.381,20.600,0.170,26.800,0.169,18.300,0.167,26.500,0.250,23.400,0.160
148.400,0.382,20.700,0.169,26.900,0.168,18.300,0.168,26.000,0.249,23.400,0.159
148.500,0.382,20.900,0.170,27.000,0.168,18.300,0.168,26.200,0.247,23.300,0.160
148.300,0.382,21.000,0.169,27.000,0.168,18.300,0.167,26.200,0.249,23.500,0.160
148.800,0.382,20.900,0.169,26.900,0.168,18.500,0.167,26.300,0.248,23.600,0.159
149.100,0.382,21.000,0.169,26.900,0.168,18.400,0.168,26.300,0.247,23.400,0.160
149.000,0.382,21.000,0.169,26.800,0.168,18.300,0.167,26.100,0.250,23.400,0.160
149.200,0.383,20.900,0.169,27.000,0.169,18.300,0.167,26.100,0.248,23.500,0.160
149.000,0.382,20.900,0.169,26.900,0.168,18.300,0.167,26.000,0.246,23.500,0.159
149.100,0.382,21.000,0.169,27.000,0.169,18.200,0.167,26.100,0.249,23.300,0.159
149.200,0.383,20.800,0.169,27.000,0.168,18.400,0.167,26.200,0.247,23.600,0.159
149.700,0.383,20.900,0.169,26.900,0.168,18.500,0.167,26.300,0.247,23.400,0.159
149.500,0.383,21.100,0.170,26.900,0.168,18.300,0.166,26.100,0.249,23.400,0.159
149.700,0.383,20.900,0.169,26.900,0.168,18.400,0.167,26.000,0.247,23.500,0.160
149.900,0.382,20.900,0.170,26.900,0.168,18.400,0.167,26.100,0.248,23.500,0.159
150.300,0.383,21.000,0.169,27.000,0.168,18.400,0.167,26.100,0.249,23.400,0.159
150.100,0.382,21.000,0.169,26.900,0.169,18.300,0.167,26.300,0.246,23.500,0.159
150.200,0.383,20.700,0.170,27.000,0.169,18.300,0.167,26.300,0.250,23.400,0.160
150.400,0.383,21.000,0.169,26.900,0.168,18.400,0.167,26.500,0.247,23.400,0.158
150.600,0.382,21.000,0.169,26.800,0.168,18.400,0.167,26.400,0.250,23.400,0.159
150.600,0.385,20.900,0.169,27.000,0.168,18.800,0.167,26.300,0.246,23.500,0.159
150.700,0.383,21.000,0.169,26.900,0.169,18.800,0.167,26.400,0.247,23.500,0.159
150.700,0.384,20.900,0.169,26.900,0.168,18.700,0.168,26.300,0.250,23.300,0.159
150.700,0.383,21.000,0.169,26.900,0.168,18.800,0.167,26.000,0.247,23.400,0.159
151.300,0.384,21.000,0.169,27.000,0.168,19.000,0.167,26.300,0.247,23.200,0.160
151.400,0.384,21.000,0.169,27.000,0.169,18.800,0.167,26.300,0.250,23.400,0.159
151.700,0.384,21.000,0.170,26.900,0.169,18.700,0.167,26.300,0.247,23.500,0.160
152.000,0.383,21.000,0.169,26.900,0.168,18.900,0.167,26.300,0.249,23.600,0.159
151.800,0.383,21.000,0.169,27.000,0.169,18.900,0.166,26.300,0.247,23.500,0.160
151.900,0.384,20.800,0.169,26.900,0.168,18.800,0.167,26.600,0.247,23.500,0.159
152.300,0.383,21.000,0.169,26.900,0.168,18.800,0.167,26.000,0.249,23.400,0.159
152.300,0.384,21.100,0.170,26.900,0.168,19.000,0.167,26.100,0.246,23.500,0.159
152.300,0.384,21.000,0.169,26.900,0.169,19.000,0.167,26.300,0.249,23.500,0.159
152.600,0.385,21.000,0.170,26.900,0.169,18.900,0.167,26.100,0.248,23.400,0.159
152.900,0.390,21.000,0.169,26.900,0.168,18.900,0.167,26.200,0.248,23.600,0.160
153.000,0.394,21.100,0.169,26.900,0.169,18.900,0.167,26.200,0.249,23.600,0.159
153.300,0.398,21.000,0.170,26.700,0.169,18.700,0.166,26.200,0.247,23.500,0.160
153.800,0.401,21.000,0.170,26.800,0.169,18.600,0.166,26.100,0.250,23.500,0.160
154.200,0.403,20.900,0.169,27.000,0.168,18.900,0.167,26.000,0.248,23.400,0.160
154.500,0.403,20.900,0.170,26.900,0.168,18.900,0.167,26.200,0.249,23.600,0.160
155.100,0.405,20.900,0.170,26.900,0.169,18.900,0.167,26.200,0.248,23.500,0.159
155.400,0.406,21.100,0.170,27.100,0.169,19.000,0.166,26.100,0.247,23.300,0.160
156.000,0.407,21.100,0.170,27.100,0.169,18.900,0.167,26.100,0.250,23.500,0.160
156.300,0.408,21.000,0.169,27.300,0.168,18.700,0.167,26.100,0.247,23.500,0.159
156.500,0.408,21.100,0.170,27.200,0.169,18.600,0.167,26.200,0.249,23.300,0.160
157.300,0.410,21.000,0.170,27.100,0.169,19.000,0.167,26.100,0.247,23.500,0.160
157.600,0.410,21.100,0.169,27.200,0.168,18.700,0.167,26.100,0.249,23.500,0.160
158.100,0.410,21.000,0.170,27.100,0.169,18.800,0.166,26.200,0.247,23.300,0.159
158.700,0.411,21.000,0.170,27.400,0.169,19.000,0.167,26.200,0.249,23.500,0.159
159.000,0.412,20.800,0.170,27.200,0.169,18.900,0.167,26.100,0.248,23.500,0.160
159.500,0.412,21.000,0.170,27.200,0.169,18.900,0.167,26.100,0.249,23.300,0.160
159.800,0.412,21.000,0.169,26.900,0.168,18.800,0.167,26.000,0.248,23.400,0.159
160.500,0.413,21.100,0.170,27.200,0.169,19.100,0.167,26.100,0.247,23.400,0.159
161.000,0.414,21.100,0.170,27.200,0.168,18.900,0.167,26.000,0.250,23.500,0.159
161.600,0.414,20.900,0.169,27.100,0.168,18.800,0.166,26.300,0.245,23.400,0.160
161.900,0.415,21.000,0.170,27.000,0.169,18.900,0.166,26.100,0.249,23.600,0.161
162.300,0.416,21.000,0.169,27.300,0.169,19.000,0.166,26.100,0.245,24.600,0.168
162.700,0.415,21.000,0.169,27.600,0.173,18.900,0.168,26.000,0.249,24.800,0.175
162.800,0.416,21.000,0.170,28.100,0.179,18.900,0.167,26.100,0.248,24.600,0.180
163.300,0.416,21.000,0.169,29.000,0.186,18.900,0.167,26.200,0.248,25.600,0.183
163.300,0.417,21.100,0.169,29.500,0.191,18.700,0.167,26.100,0.247,25.600,0.185
163.400,0.418,21.100,0.170,29.700,0.194,19.000,0.166,26.300,0.248,25.100,0.186
163.100,0.418,21.100,0.170,29.600,0.195,18.900,0.167,25.900,0.248,25.100,0.186
163.700,0.419,21.000,0.169,29.900,0.196,18.800,0.167,26.000,0.249,25.200,0.186
163.800,0.418,21.000,0.170,29.700,0.196,18.900,0.167,26.000,0.247,25.100,0.186
164.300,0.419,20.900,0.171,29.800,0.197,19.000,0.166,26.200,0.249,25.200,0.187
164.900,0.419,20.900,0.169,29.900,0.197,19.000,0.167,26.000,0.248,25.200,0.187
165.400,0.419,21.100,0.171,29.600,0.196,19.000,0.167,26.100,0.250,25.200,0.187
165.500,0.421,21.000,0.170,30.100,0.198,19.000,0.167,26.100,0.247,25.100,0.188
165.500,0.420,21.000,0.170,30.400,0.197,18.900,0.167,26.100,0.251,25.300,0.188
165.900,0.420,21.000,0.170,30.500,0.197,18.800,0.167,26.300,0.247,25.100,0.188
166.200,0.420,21.000,0.169,30.400,0.198,18.400,0.166,25.800,0.249,25.300,0.189
166.000,0.422,21.000,0.170,30.200,0.197,18.900,0.166,26.000,0.248,25.300,0.188
166.400,0.422,20.900,0.170,30.500,0.198,18.800,0.167,26.000,0.248,25.500,0.189
166.800,0.421,21.000,0.169,30.500,0.198,18.900,0.167,25.600,0.250,25.700,0.188
166.900,0.422,21.000,0.170,30.300,0.199,18.700,0.166,25.700,0.246,25.800,0.188
167.200,0.421,20.900,0.170,30.300,0.199,18.900,0.167,25.900,0.250,25.600,0.189
167.400,0.422,21.000,0.169,30.400,0.198,18.800,0.166,25.800,0.249,25.700,0.189
167.600,0.422,21.000,0.170,30.200,0.198,18.800,0.167,26.200,0.248,25.700,0.188
168.300,0.423,21.000,0.170,30.400,0.199,18.700,0.166,26.000,0.245,25.800,0.189
168.200,0.423,21.100,0.170,30.400,0.199,18.700,0.167,26.100,0.250,25.900,0.189
168.800,0.422,21.100,0.170,30.500,0.199,18.500,0.167,26.300,0.247,25.700,0.189
169.000,0.423,21.100,0.170,30.200,0.199,18.800,0.166,25.900,0.246,25.900,0.189
169.300,0.424,20.900,0.170,30.400,0.199,18.900,0.166,26.100,0.251,25.700,0.189
169.600,0.424,20.900,0.170,30.500,0.199,18.700,0.166,25.800,0.248,25.900,0.189
169.900,0.424,21.000,0.170,30.300,0.199,18.800,0.167,26.400,0.248,25.700,0.188
170.200,0.425,21.100,0.170,30.300,0.200,18.800,0.167,25.800,0.246,25.800,0.190
170.500,0.424,21.100,0.170,30.300,0.199,19.000,0.166,25.600,0.250,25.800,0.189
170.700,0.424,21.000,0.170,30.500,0.199,18.600,0.167,25.700,0.250,25.600,0.188
170.700,0.425,21.100,0.170,30.200,0.200,18.900,0.167,26.000,0.249,25.800,0.189
171.100,0.425,21.000,0.170,30.400,0.199,18.500,0.166,26.200,0.249,25.700,0.189
171.400,0.425,21.000,0.170,30.400,0.199,18.600,0.167,26.300,0.258,25.800,0.189
171.300,0.426,21.000,0.169,30.300,0.199,18.400,0.167,27.800,0.263,25.800,0.189
171.800,0.426,21.000,0.170,30.200,0.199,18.500,0.167,28.700,0.269,25.800,0.189
172.200,0.426,21.000,0.170,30.600,0.200,18.500,0.166,29.400,0.271,25.800,0.188
172.500,0.427,21.000,0.170,30.500,0.199,18.300,0.168,29.500,0.273,25.700,0.189
172.300,0.426,21.100,0.170,30.500,0.199,18.400,0.166,30.200,0.273,25.800,0.189
172.400,0.427,20.900,0.170,30.500,0.199,18.500,0.166,29.600,0.276,25.800,0.189
172.700,0.428,21.100,0.170,30.500,0.199,18.100,0.167,29.700,0.273,25.700,0.189
173.100,0.427,21.000,0.170,30.600,0.199,18.300,0.167,30.100,0.275,25.800,0.189
173.300,0.427,21.100,0.170,30.800,0.199,18.500,0.166,30.000,0.275,25.800,0.189
173.800,0.426,20.800,0.170,30.700,0.199,18.300,0.167,30.800,0.275,25.700,0.189
174.700,0.427,20.800,0.170,30.800,0.199,18.500,0.167,30.500,0.277,25.800,0.189
174.600,0.428,21.000,0.170,30.800,0.199,18.300,0.167,30.400,0.274,25.900,0.190
174.700,0.427,20.900,0.169,30.900,0.198,18.700,0.166,30.700,0.276,25.800,0.189
174.700,0.427,21.100,0.170,31.200,0.199,18.500,0.167,30.500,0.276,25.900,0.189
174.700,0.428,20.900,0.169,31.100,0.200,18.700,0.166,30.600,0.275,26.000,0.190
174.800,0.428,21.100,0.169,30.800,0.199,18.900,0.166,30.700,0.277,26.300,0.189
175.300,0.429,21.100,0.170,30.800,0.199,18.600,0.168,31.300,0.275,26.300,0.189
175.300,0.428,21.000,0.169,31.000,0.199,18.600,0.166,31.000,0.278,26.400,0.190
175.500,0.429,21.100,0.170,31.000,0.200,18.800,0.166,30.900,0.274,26.400,0.189
175.900,0.429,21.100,0.170,30.800,0.199,18.600,0.166,30.700,0.278,26.200,0.189
176.200,0.429,20.900,0.169,31.000,0.199,18.600,0.167,30.600,0.277,26.300,0.190
176.400,0.429,21.100,0.170,31.100,0.199,18.900,0.166,30.900,0.276,26.200,0.190
176.400,0.429,21.000,0.170,30.900,0.198,18.600,0.167,31.100,0.278,26.400,0.189
176.500,0.429,21.000,0.170,30.900,0.199,18.400,0.166,31.500,0.276,26.300,0.190
176.900,0.429,20.900,0.170,31.000,0.199,18.800,0.167,31.300,0.278,26.400,0.190
177.000,0.430,21.000,0.169,30.700,0.199,18.300,0.166,31.400,0.276,26.400,0.190
177.000,0.429,21.000,0.170,30.800,0.199,18.400,0.167,31.100,0.279,26.400,0.189
177.200,0.430,21.100,0.169,30.900,0.198,18.400,0.167,31.300,0.278,26.400,0.189
177.600,0.429,21.000,0.170,30.900,0.199,18.500,0.171,31.100,0.278,26.200,0.189
177.600,0.429,21.100,0.170,30.900,0.199,19.700,0.179,31.400,0.277,26.000,0.189
177.600,0.430,20.900,0.170,31.000,0.198,20.700,0.186,31.100,0.276,25.700,0.189
178.200,0.430,20.900,0.170,31.000,0.199,21.200,0.191,31.400,0.277,26.100,0.190
178.000,0.431,20.700,0.170,31.100,0.199,21.200,0.193,31.200,0.278,26.300,0.190
178.500,0.430,21.000,0.170,30.900,0.199,21.300,0.194,31.300,0.277,26.400,0.190
178.800,0.430,21.500,0.172,30.900,0.198,21.200,0.195,31.300,0.279,26.200,0.190
178.700,0.430,22.400,0.177,30.900,0.198,21.300,0.194,31.400,0.276,26.300,0.190
178.700,0.431,23.100,0.185,30.800,0.198,21.200,0.195,31.300,0.279,26.400,0.190
178.900,0.431,23.000,0.190,30.800,0.198,21.300,0.195,31.400,0.275,26.300,0.190
179.300,0.430,23.600,0.193,31.000,0.197,21.100,0.196,31.600,0.280,26.300,0.190
178.900,0.431,23.700,0.194,30.700,0.197,21.400,0.195,31.800,0.277,26.300,0.189
178.700,0.430,23.600,0.194,30.800,0.198,21.800,0.196,31.700,0.279,26.300,0.190
179.200,0.431,23.900,0.195,30.500,0.197,21.700,0.197,31.900,0.278,26.300,0.189
179.300,0.431,23.600,0.196,30.600,0.197,21.600,0.197,31.600,0.275,26.500,0.189
179.200,0.431,23.800,0.196,30.400,0.197,21.800,0.197,31.800,0.280,26.400,0.190
179.300,0.431,23.800,0.196,30.600,0.198,21.700,0.197,31.900,0.276,26.400,0.190
179.200,0.432,23.400,0.197,30.400,0.198,21.600,0.197,31.800,0.280,26.300,0.190
179.500,0.432,23.400,0.197,30.400,0.197,21.600,0.197,31.900,0.277,26.400,0.190
179.900,0.432,23.700,0.198,30.600,0.197,21.800,0.198,31.600,0.276,26.300,0.190
179.900,0.431,24.000,0.198,30.700,0.197,21.600,0.198,31.800,0.280,26.400,0.190
179.900,0.433,23.900,0.198,30.700,0.197,22.200,0.198,31.800,0.277,26.300,0.189
179.900,0.432,24.300,0.199,31.000,0.198,22.300,0.197,31.800,0.282,26.300,0.190
179.800,0.431,24.300,0.198,30.800,0.198,22.400,0.198,31.700,0.279,26.300,0.189
179.900,0.431,24.300,0.199,30.800,0.198,22.400,0.198,31.800,0.276,26.400,0.190
179.700,0.431,25.000,0.199,30.900,0.198,22.400,0.197,31.800,0.279,26.300,0.190
180.000,0.432,24.900,0.199,31.000,0.198,22.300,0.197,31.700,0.280,26.400,0.190
180.400,0.432,25.000,0.199,30.900,0.198,22.500,0.197,32.100,0.278,26.200,0.190
180.300,0.432,25.100,0.200,31.000,0.198,22.200,0.197,31.600,0.278,26.300,0.189
180.500,0.432,25.600,0.200,30.800,0.198,22.200,0.198,31.800,0.282,26.300,0.189
180.300,0.432,25.500,0.200,31.000,0.198,22.400,0.198,31.800,0.279,26.500,0.190
180.500,0.431,25.600,0.200,31.000,0.197,22.300,0.198,31.900,0.276,26.400,0.189
180.400,0.433,25.500,0.200,30.800,0.199,22.300,0.198,31.700,0.278,26.200,0.190
180.600,0.432,25.600,0.200,31.000,0.198,22.400,0.197,31.900,0.282,26.400,0.189
181.000,0.432,25.500,0.200,30.900,0.198,22.200,0.197,31.900,0.280,26.500,0.190
180.900,0.432,25.500,0.201,31.000,0.199,22.400,0.198,31.800,0.278,26.300,0.190
180.900,0.432,25.500,0.201,30.900,0.198,22.300,0.197,32.000,0.277,26.200,0.189
181.200,0.433,25.500,0.200,30.900,0.198,22.300,0.198,32.000,0.275,26.300,0.189
181.400,0.433,25.700,0.200,30.900,0.198,22.300,0.197,31.800,0.276,26.400,0.190
181.500,0.432,25.500,0.200,30.900,0.199,22.300,0.197,31.700,0.277,26.500,0.189
181.500,0.432,25.500,0.201,31.000,0.199,22.200,0.197,31.700,0.280,26.400,0.190
181.800,0.433,25.500,0.200,30.900,0.199,22.300,0.197,31.700,0.279,26.300,0.190
181.900,0.433,25.600,0.200,31.000,0.199,22.300,0.197,31.700,0.277,26.300,0.190
181.900,0.433,25.600,0.200,30.900,0.199,22.100,0.197,31.700,0.275,26.300,0.190
182.100,0.433,25.600,0.200,30.900,0.198,22.300,0.197,31.700,0.280,26.300,0.190
182.000,0.432,25.500,0.200,31.000,0.199,22.500,0.197,31.800,0.279,26.300,0.189
182.200,0.432,25.500,0.200,31.000,0.198,22.400,0.197,32.000,0.277,26.400,0.189
182.100,0.434,25.500,0.200,31.300,0.199,22.300,0.197,32.000,0.275,26.400,0.189
182.200,0.432,25.500,0.200,31.300,0.199,22.300,0.197,31.500,0.273,26.300,0.190
182.200,0.432,25.600,0.200,31.500,0.199,22.300,0.197,31.600,0.278,26.300,0.190
182.300,0.433,25.400,0.200,31.400,0.199,22.200,0.196,31.800,0.280,26.400,0.189
182.000,0.433,25.400,0.201,31.400,0.199,22.400,0.197,31.800,0.281,26.300,0.190
182.300,0.433,25.600,0.201,31.400,0.199,22.300,0.197,31.700,0.280,26.300,0.189
182.300,0.433,25.600,0.201,31.500,0.199,22.300,0.197,31.700,0.278,26.300,0.190
182.400,0.433,25.500,0.200,31.400,0.200,22.300,0.197,32.100,0.277,26.400,0.189
182.500,0.433,25.300,0.201,31.400,0.200,22.300,0.196,32.000,0.276,26.400,0.189
182.600,0.434,25.300,0.200,31.400,0.199,22.300,0.198,31.800,0.275,26.400,0.189
182.700,0.434,25.300,0.200,31.200,0.199,22.400,0.197,31.700,0.275,26.200,0.190
182.800,0.433,25.500,0.201,31.400,0.200,22.300,0.197,31.500,0.274,26.300,0.189
183.300,0.433,25.500,0.201,31.400,0.199,22.300,0.197,31.800,0.278,26.300,0.189
183.400,0.434,25.600,0.201,31.400,0.200,22.300,0.197,31.800,0.281,26.300,0.190
183.300,0.434,25.500,0.200,31.200,0.199,22.400,0.196,31.700,0.282,26.300,0.189
183.300,0.433,25.600,0.200,31.100,0.200,22.100,0.197,31.800,0.281,26.400,0.189
183.300,0.433,25.500,0.200,30.900,0.200,22.300,0.197,31.800,0.281,26.400,0.190
183.300,0.433,25.500,0.201,30.900,0.200,22.300,0.196,31.800,0.280,26.400,0.189
183.500,0.437,25.500,0.201,30.700,0.200,22.300,0.197,31.600,0.280,26.300,0.189
184.000,0.442,25.500,0.200,30.900,0.200,22.200,0.197,31.900,0.279,26.400,0.190
184.000,0.447,25.700,0.201,31.100,0.200,22.400,0.197,31.900,0.279,26.400,0.190
184.300,0.450,25.500,0.201,31.000,0.200,22.400,0.197,32.200,0.279,26.400,0.189
184.400,0.454,25.600,0.201,31.000,0.199,22.200,0.198,32.300,0.280,26.400,0.190
185.100,0.455,25.600,0.200,31.200,0.200,22.300,0.196,32.400,0.281,26.200,0.188
185.000,0.457,25.500,0.200,31.200,0.200,22.400,0.197,32.500,0.282,26.400,0.189
185.700,0.459,25.700,0.200,31.200,0.200,22.300,0.197,32.300,0.280,26.400,0.190
185.700,0.459,25.500,0.200,31.400,0.200,22.300,0.198,32.200,0.280,26.300,0.189
186.000,0.459,25.500,0.201,31.100,0.200,22.300,0.198,32.100,0.280,26.200,0.189
186.500,0.460,25.700,0.200,31.000,0.200,22.400,0.198,32.300,0.281,26.200,0.189
187.000,0.462,25.500,0.200,31.000,0.200,22.400,0.197,32.500,0.281,26.200,0.189
187.300,0.462,25.600,0.201,30.900,0.200,22.200,0.197,32.300,0.281,26.300,0.188
187.700,0.463,25.600,0.200,31.000,0.201,22.400,0.197,32.200,0.281,26.400,0.189
187.700,0.462,25.700,0.201,30.800,0.200,22.300,0.198,31.700,0.281,26.500,0.189
188.200,0.464,25.500,0.201,31.000,0.200,22.300,0.197,31.900,0.282,26.300,0.189
188.400,0.465,25.600,0.200,31.000,0.200,22.300,0.197,31.700,0.282,26.300,0.189
188.500,0.464,25.600,0.200,30.700,0.199,22.300,0.197,31.900,0.279,26.400,0.189
188.800,0.465,25.600,0.201,30.900,0.200,22.300,0.197,31.800,0.276,26.400,0.189
189.300,0.465,25.500,0.200,30.900,0.200,22.400,0.198,31.700,0.275,26.300,0.189
189.400,0.466,25.600,0.200,31.000,0.200,22.600,0.197,32.000,0.276,26.300,0.190
189.500,0.466,25.500,0.200,31.000,0.200,22.500,0.197,32.200,0.277,26.200,0.189
189.800,0.466,25.600,0.200,31.000,0.200,22.500,0.197,32.400,0.278,26.400,0.189
190.100,0.466,25.600,0.200,30.900,0.199,22.600,0.197,32.000,0.279,26.300,0.189
190.200,0.467,25.600,0.199,30.800,0.200,22.400,0.197,31.900,0.280,26.300,0.188
190.600,0.467,25.500,0.200,31.000,0.199,22.500,0.197,31.800,0.281,26.300,0.189
190.700,0.467,25.600,0.199,30.900,0.199,22.400,0.197,31.700,0.281,26.400,0.188
191.100,0.467,25.600,0.199,30.900,0.199,22.500,0.198,31.800,0.281,26.300,0.189
191.200,0.467,25.500,0.199,30.900,0.200,22.800,0.198,31.900,0.280,26.300,0.189
191.500,0.467,25.500,0.200,30.900,0.199,22.900,0.197,31.800,0.276,26.300,0.189
191.900,0.469,25.600,0.199,31.000,0.200,22.600,0.198,31.700,0.275,26.300,0.189
191.900,0.469,25.500,0.200,31.000,0.199,22.800,0.198,32.100,0.277,26.300,0.189
192.500,0.469,25.500,0.199,30.900,0.200,22.600,0.197,32.200,0.278,26.400,0.188
192.700,0.469,25.500,0.199,31.100,0.199,22.300,0.198,32.100,0.278,26.300,0.188
192.900,0.469,25.700,0.199,31.000,0.199,22.300,0.197,32.100,0.278,26.300,0.189
193.200,0.469,25.400,0.198,30.900,0.199,22.300,0.198,31.900,0.279,26.400,0.189
193.600,0.470,25.500,0.199,30.900,0.199,22.400,0.197,31.700,0.279,26.300,0.188
193.600,0.469,25.500,0.199,31.000,0.199,22.300,0.197,31.700,0.280,26.300,0.189
194.200,0.469,25.500,0.199,31.000,0.199,22.300,0.197,31.800,0.281,26.300,0.189
195.000,0.469,25.500,0.199,31.000,0.199,22.200,0.198,31.600,0.275,26.400,0.188
195.200,0.470,25.600,0.198,31.000,0.199,22.500,0.197,31.700,0.275,26.400,0.189
195.300,0.470,25.600,0.199,30.900,0.199,22.400,0.197,32.100,0.277,26.100,0.189
195.600,0.470,25.400,0.199,31.000,0.199,22.300,0.198,32.000,0.278,26.300,0.189
195.700,0.470,25.700,0.198,31.000,0.199,22.300,0.197,31.900,0.281,26.400,0.189
195.900,0.470,25.600,0.198,31.000,0.199,22.500,0.198,31.900,0.276,26.500,0.189
195.900,0.471,25.600,0.199,30.900,0.198,22.400,0.197,32.200,0.278,26.300,0.189
196.100,0.471,25.600,0.198,30.900,0.199,22.300,0.197,32.200,0.281,26.400,0.189
196.400,0.471,25.500,0.198,30.900,0.199,22.300,0.197,31.900,0.278,26.300,0.189
196.400,0.471,25.600,0.198,30.900,0.199,22.300,0.197,32.400,0.276,26.000,0.189
196.900,0.471,25.600,0.197,31.000,0.199,22.200,0.198,32.300,0.279,26.400,0.189
196.900,0.473,25.600,0.198,31.000,0.199,22.300,0.198,32.200,0.278,26.500,0.190
197.500,0.471,25.600,0.198,30.900,0.198,22.500,0.197,32.100,0.274,26.300,0.189
197.500,0.471,25.500,0.198,30.900,0.198,22.400,0.198,32.400,0.278,26.300,0.189
197.300,0.471,25.500,0.197,31.000,0.198,22.400,0.197,32.000,0.280,26.300,0.189
197.600,0.473,25.500,0.197,30.900,0.198,22.200,0.198,32.200,0.277,26.400,0.189
198.100,0.473,25.600,0.197,30.900,0.198,22.400,0.197,32.300,0.276,26.300,0.190
198.300,0.471,25.500,0.197,30.900,0.199,22.300,0.197,32.600,0.278,26.400,0.189
198.300,0.473,25.600,0.197,30.800,0.198,22.400,0.196,32.200,0.281,26.400,0.189
198.600,0.472,25.500,0.198,30.800,0.198,22.300,0.196,32.300,0.277,26.300,0.189
198.700,0.473,25.600,0.198,30.900,0.199,22.400,0.197,32.200,0.277,26.200,0.189
198.900,0.472,25.600,0.198,30.700,0.197,22.300,0.198,32.300,0.280,26.400,0.189
199.300,0.472,25.600,0.197,30.900,0.198,22.300,0.197,31.900,0.279,26.600,0.189
199.200,0.473,25.600,0.198,30.900,0.198,22.300,0.197,32.000,0.276,26.800,0.189
199.200,0.473,25.600,0.198,30.900,0.198,22.300,0.197,31.800,0.280,26.400,0.190
199.300,0.473,25.600,0.198,30.900,0.199,22.300,0.197,31.800,0.277,26.600,0.189
199.600,0.472,25.500,0.198,30.900,0.198,22.300,0.197,32.000,0.277,26.300,0.189
199.800,0.474,25.600,0.198,31.000,0.199,22.400,0.197,31.600,0.280,26.300,0.188
199.800,0.472,25.600,0.199,31.200,0.198,22.400,0.198,32.200,0.280,26.400,0.189
200.300,0.473,25.500,0.198,31.000,0.198,22.200,0.197,32.200,0.276,26.600,0.189
200.500,0.473,25.700,0.198,31.000,0.199,22.300,0.197,31.900,0.279,26.700,0.189
201.100,0.473,25.600,0.199,31.000,0.198,22.300,0.196,31.700,0.280,26.800,0.189
201.300,0.474,25.600,0.198,31.000,0.198,22.400,0.198,32.000,0.278,26.900,0.189
201.600,0.474,25.400,0.199,30.900,0.198,22.300,0.197,32.500,0.277,26.900,0.189
